X,Y
0.0,11.967141530112327
1.0101010101010102,8.647660018591186
2.0202020202020203,19.537491441612985
3.0303030303030303,31.321207654989344
4.040404040404041,16.77967837397876
5.050505050505051,19.810145582023345
6.0606060606060606,40.9739463368921
7.070707070707071,35.8864685036503
8.080808080808081,26.54768038307472
9.090909090909092,39.698327708586916
10.101010101010102,32.66885337490568
11.111111111111112,35.67603579763077
12.121212121212121,45.7832590792967
13.131313131313131,27.26113694736141
14.141414141414142,32.17506409911209
15.151515151515152,46.83167016213572
16.161616161616163,45.356537281504245
17.171717171717173,61.65762484110425
18.181818181818183,52.46521379024244
19.191919191919194,50.452720562404664
20.202020202020204,82.26254829527615
21.212121212121215,68.37860063149829
22.222222222222225,74.3419487135459
23.232323232323235,62.44948783483514
24.242424242424242,74.2834454820209
25.252525252525253,83.86680165467442
26.262626262626263,74.27794301365576
27.272727272727273,92.57516200163853
28.282828282828284,85.8420979492968
29.292929292929294,91.96185038085511
30.303030303030305,91.89202478679694
31.313131313131315,119.46217578448332
32.323232323232325,103.83472472231763
33.333333333333336,96.422890710441
34.343434343434346,118.25575215133492
35.35353535353536,100.85216956089585
36.36363636363637,118.17954504095665
37.37373737373738,99.52451088241438
38.38383838383839,108.86965466253085
39.3939393939394,127.15043054050942
40.40404040404041,135.5967870120753
41.41414141414142,132.95610705432395
42.42424242424243,133.11624444884487
43.43434343434344,134.29199334713743
44.44444444444445,125.54811342965907
45.45454545454546,136.16519427968927
46.46464646464647,141.78755168434154
47.47474747474748,159.9954646864316
48.484848484848484,155.89072835023006
49.494949494949495,137.85444693122116
50.505050505050505,161.75599120909945
51.515151515151516,157.6946317412914
52.525252525252526,157.80653757269798
53.535353535353536,173.7228234944693
54.54545454545455,180.94635886132315
55.55555555555556,182.97946785782867
56.56565656565657,168.3047944647433
57.57575757575758,176.6351489687606
58.58585858585859,186.0702100716114
59.5959595959596,195.5433300591024
60.60606060606061,184.0264394397289
61.61616161616162,189.9918950818467
62.62626262626263,183.8154381387276
63.63636363636364,185.94702466828423
64.64646464646465,209.06465216333592
65.65656565656566,217.53209725540523
66.66666666666667,206.27989878419666
67.67676767676768,220.0656320092233
68.68686868686869,216.6769663110824
69.6969696969697,209.63971154485787
70.70707070707071,222.73516817629627
71.71717171717172,237.53188081617486
72.72727272727273,224.82355779071867
73.73737373737374,243.8585577702613
74.74747474747475,205.0449732015268
75.75757575757576,242.49175231647953
76.76767676767678,238.17350098541203
77.77777777777779,237.3432598286747
78.7878787878788,244.2812441289914
79.7979797979798,226.5182502479305
80.80808080808082,247.2275235458673
81.81818181818183,256.025671169663
82.82828282828284,270.26378893226365
83.83838383838385,253.33244933241508
84.84848484848486,253.46051851652268
85.85858585858587,259.55818713991226
86.86868686868688,276.7600817830814
87.87878787878789,273.92387473296054
88.8888888888889,268.3690646289963
89.89898989898991,281.8296440281033
90.90909090909092,280.69804822075315
91.91919191919193,292.4440256629047
92.92929292929294,278.7673478491053
93.93939393939395,285.5415603522042
94.94949494949496,287.9274033171633
95.95959595959597,280.2436383974667
96.96969696969697,300.8702936797366
97.97979797979798,303.54994666119285
98.98989898989899,304.0208315361216
100.0,304.65412866624854
